Company,Location_HQ,Country,Continent,Laid_Off,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Year
Ritual,Toronto,Canada,North America,196,54.0,363,167,Food,Series C,2020
ClassPass,New York City,USA,North America,154,22.0,700,546,Fitness,Series E,2020
eGym,Munich,Germany,Europe,100,25.0,400,300,Fitness,Series D,2020
Industrious,New York City,USA,North America,90,20.0,450,360,Real Estate,Series D,2020
1stdibs,New York City,USA,North America,70,17.0,412,342,Retail,Series D,2020
ThirdLove,San Francisco Bay Area,USA,North America,65,30.0,217,152,Retail,Series B,2020
The Predictive Investment,Boston,USA,North America,59,25.0,236,177,HR,Acquired,2020
Jobcase,Boston,USA,North America,39,20.0,195,156,Recruiting,Private Equity …,2020
Dynamic Signal,San Francisco Bay Area,USA,North America,35,19.0,184,149,HR,Series E,2020
Sauce Labs,San Francisco Bay Area,USA,North America,30,15.0,200,170,Infrastructure,Unknown,2020
TripleLift,New York City,USA,North America,23,7.0,329,306,Marketing,Series B,2020
Coding Dojo,Seattle,USA,North America,7,7.0,100,93,Education,Unknown,2020
Instamojo,Bengaluru,India,Asia,6,6.0,100,94,Finance,Unknown,2020
Synergysuite,Salt Lake City,USA,North America,5,7.0,71,66,Food,Series A,2020
PatientPop,Los Angeles,USA,North America,100,20.0,500,400,Healthcare,Series B,2020
Showpad,Chicago,USA,North America,52,12.0,433,381,Marketing,Series D,2020
Highsnobiety,Berlin,Germany,Europe,51,25.0,204,153,Media,Series A,2020
Earnin,San Francisco Bay Area,USA,North America,50,20.0,250,200,Finance,Series C,2020
Wonolo,San Francisco Bay Area,USA,North America,46,13.0,354,308,Recruiting,Series C,2020
Acko,Mumbai,India,Asia,45,9.0,500,455,Finance,Unknown,2020
Aqua Security,Tel Aviv,Israel,Asia,24,9.0,267,243,Security,Series C,2020
Crayon,Boston,USA,North America,20,20.0,100,80,Marketing,Series A,2020
Sensibill,Toronto,Canada,North America,17,20.0,85,68,Finance,Series B,2020
Usermind,Seattle,USA,North America,15,25.0,60,45,Marketing,Series C,2020
Incredible Health,San Francisco Bay Area,USA,North America,9,40.0,23,14,Healthcare,Series A,2020
KeepTruckin,San Francisco Bay Area,USA,North America,349,18.0,1939,1590,Logistics,Series D,2020
AdRoll,Salt Lake City,USA,North America,210,30.0,700,490,Marketing,Series C,2020
Rover,Seattle,USA,North America,194,41.0,473,279,Consumer,Series G,2020
Turo,San Francisco Bay Area,USA,North America,108,30.0,360,252,Transportation,Series E,2020
uShip,Austin,USA,North America,65,37.0,176,111,Logistics,Series D,2020
Zenoti,Seattle,USA,North America,17,4.0,425,408,Fitness,Series C,2020
DialSource,Sacramento,USA,North America,5,14.0,36,31,Marketing,Series B,2020
Thumbtack,San Francisco Bay Area,USA,North America,250,30.0,833,583,Consumer,Series F,2020
RigUp,Austin,USA,North America,120,25.0,480,360,Energy,Series D,2020
FabHotels,New Delhi,India,Asia,80,20.0,400,320,Travel,Series B,2020
Hibob,Tel Aviv,Israel,Asia,70,30.0,233,163,HR,Series A,2020
PeerStreet,Los Angeles,USA,North America,51,30.0,170,119,Finance,Series C,2020
Maven,Seattle,USA,North America,31,9.0,344,313,Media,Post-IPO,2020
Loftsmart,New York City,USA,North America,25,75.0,33,8,Real Estate,Series A,2020
Iris Nova,New York City,USA,North America,9,50.0,18,9,Food,Seed,2020
ZipRecruiter,Los Angeles,USA,North America,400,39.0,1026,626,Recruiting,Series B,2020
Amplero,Seattle,USA,North America,17,100.0,17,0,Marketing,Series B,2020
TravelTriangle,Gurugram,India,Asia,250,50.0,500,250,Travel,Series D,2020
OneWeb,London,United Kingdom,Europe,451,85.0,531,80,Aerospace,Unknown,2020
Bird,Los Angeles,USA,North America,406,30.0,1353,947,Transportation,Series D,2020
HOOQ,Singapore,Singapore,Asia,250,100.0,250,0,Consumer,Unknown,2020
DataRobot,Boston,USA,North America,200,16.66666666666667,1200,1000,Data,Series E,2020
Blueground,New York City,USA,North America,130,25.0,520,390,Real Estate,Series B,2020
Knotel,New York City,USA,North America,127,30.0,423,296,Real Estate,Series C,2020
Getaround,San Francisco Bay Area,USA,North America,100,25.0,400,300,Transportation,Series D,2020
Zipcar,Boston,USA,North America,100,20.0,500,400,Transportation,Acquired,2020
Mogo,Vancouver,Canada,North America,78,30.0,260,182,Finance,Post-IPO,2020
Bench,Vancouver,Canada,North America,47,10.0,470,423,Finance,Series B,2020
Bevi,Boston,USA,North America,30,20.0,150,120,Food,Series C,2020
Textio,Seattle,USA,North America,30,20.0,150,120,Recruiting,Unknown,2020
B8ta,San Francisco Bay Area,USA,North America,250,50.0,500,250,Retail,Series C,2020
Puppet,Portland,USA,North America,50,10.0,500,450,Infrastructure,Series F,2020
Ecobee,Toronto,Canada,North America,47,10.0,470,423,Energy,Series C,2020
Peerspace,San Francisco Bay Area,USA,North America,41,75.0,55,14,Real Estate,Series B,2020
GoSpotCheck,Denver,USA,North America,23,20.0,115,92,Retail,Series B,2020
Consider.co,San Francisco Bay Area,USA,North America,13,100.0,13,0,Other,Seed,2020
TripActions,San Francisco Bay Area,USA,North America,300,25.0,1200,900,Travel,Series D,2020
WanderJaunt,San Francisco Bay Area,USA,North America,56,23.0,243,187,Travel,Series B,2020
OutboundEngine,Austin,USA,North America,52,28.0,186,134,Marketing,Series C,2020
Wonderschool,San Francisco Bay Area,USA,North America,50,75.0,67,17,Education,Series A,2020
Overtime,New York City,USA,North America,30,23.0,130,100,Media,Series B,2020
Jama,Portland,USA,North America,12,5.0,240,228,Product,Unknown,2020
Sonder,San Francisco Bay Area,USA,North America,400,33.0,1212,812,Travel,Series D,2020
Foodsby,Minneapolis,USA,North America,87,67.0,130,43,Food,Series B,2020
Zeus Living,San Francisco Bay Area,USA,North America,80,30.0,267,187,Real Estate,Series B,2020
Compass,New York City,USA,North America,375,15.0,2500,2125,Real Estate,Series G,2020
Convene,New York City,USA,North America,150,18.0,833,683,Real Estate,Series D,2020
Leafly,Seattle,USA,North America,91,50.0,182,91,Retail,Acquired,2020
The Guild,Austin,USA,North America,38,22.0,173,135,Travel,Series B,2020
GrayMeta,Los Angeles,USA,North America,20,40.0,50,30,Data,Unknown,2020
Triplebyte,San Francisco Bay Area,USA,North America,15,17.0,88,73,Recruiting,Series B,2020
Ladder Life,San Francisco Bay Area,USA,North America,13,25.0,52,39,Finance,Series C,2020
Flywheel Sports,New York City,USA,North America,784,98.0,800,16,Fitness,Acquired,2020
CTO.ai,Vancouver,Canada,North America,30,50.0,60,30,Infrastructure,Seed,2020
Remote Year,Chicago,USA,North America,50,50.0,100,50,Travel,Series B,2020
Flytedesk,Boulder,USA,North America,4,20.0,20,16,Marketing,Seed,2020
Inspirato,Denver,USA,North America,130,22.0,591,461,Travel,Series C,2020
Help.com,Austin,USA,North America,16,100.0,16,0,Support,Seed,2020
HopSkipDrive,Los Angeles,USA,North America,8,10.0,80,72,Transportation,Unknown,2020
Panda Squad,San Francisco Bay Area,USA,North America,6,75.0,8,2,Consumer,Seed,2020
Tamara Mellon,Los Angeles,USA,North America,20,40.0,50,30,Retail,Series C,2020
Discord,San Francisco Bay Area,USA,North America,170,17.0,1000,830,Consumer,Series H,2024
Inmobi,Bengaluru,India,Asia,125,5.0,2500,2375,Marketing,Unknown,2024
Audible,New York City,USA,North America,100,5.0,2000,1900,Media,Acquired,2024
Sisense,New York City,USA,North America,60,13.0,462,402,Data,Series F,2024
Google,San Francisco Bay Area,USA,North America,1000,0.5319148936170213,188000,187000,Consumer,Post-IPO,2024
Instagram,San Francisco Bay Area,USA,North America,60,13.33333333333333,450,390,Consumer,Acquired,2024
Twitch,San Francisco Bay Area,USA,North America,500,35.0,1429,929,Consumer,Acquired,2024
Nevro,San Francisco Bay Area,USA,North America,63,5.0,1260,1197,Healthcare,Post-IPO,2024
Rent the Runway,New York City,USA,North America,37,10.0,370,333,Retail,Post-IPO,2024
Humane,San Francisco Bay Area,USA,North America,10,4.0,250,240,Hardware,Series C,2024
Unity,San Francisco Bay Area,USA,North America,1800,25.0,7200,5400,Other,Post-IPO,2024
Pitch,Berlin,Germany,Europe,80,67.0,119,39,Other,Series B,2024
BenchSci,Toronto,Canada,North America,70,17.0,412,342,Healthcare,Series D,2024
NanoString Technology,Seattle,USA,North America,50,9.0,556,506,Healthcare,Post-IPO,2024
Trigo,Tel Aviv,Israel,Asia,30,15.0,200,170,Retail,Series C,2024
Frontdesk,Milwaukee,USA,North America,200,100.0,200,0,Travel,Unknown,2024
